SYMBOL,SERIES,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,TOTTRDQTY,TOTTRDVAL,TIMESTAMP,TOTALTRADES,ISIN
SRGHFL,EQ,371.45,373.95,370,371.7,372,371.65,936,348380.65,09-Jan-2025,115,INE559N01010
SSFL,ST,220,220.3,209.35,209.35,209.35,220.35,20000,4207425.00,09-Jan-2025,33,INE0ON201012
TRU,BE,15.2,15.47,15.2,15.47,15.47,15.17,295835,4553606.11,09-Jan-2025,562,INE615R01029
TVVISION,BE,14.91,14.91,14.91,14.91,14.91,15.7,187354,2793448.14,09-Jan-2025,214,INE871L01013
POWERMECH,EQ,2877.95,2890,2722.35,2748.1,2750,2857.3,67813,190600940.75,09-Jan-2025,13677,INE211R01019
RMDRIP,ST,402,405,402,405,405,402,1500,604500.00,09-Jan-2025,3,INE219Y01018
SAILIFE,EQ,729,737.85,721.35,728.8,731.45,729.7,486442,355229077.05,09-Jan-2025,24008,INE570L01029
773UP34,SG,97.9,97.9,97.9,97.9,97.9,97.9,100,9790.00,09-Jan-2025,1,IN3320230151
JBCHEPHARM,EQ,1897,1904.05,1860.55,1870.3,1860.55,1896.35,101449,192276305.05,09-Jan-2025,9367,INE572A01036
BETA,SM,2050,2070,2010,2012.1,2012,2076.35,1400,2840630.00,09-Jan-2025,14,INE351Y01019
SHREEOSFM,SM,125.8,125.8,125.8,125.8,125.8,126,1000,125800.00,09-Jan-2025,1,INE02S501018
TECILCHEM,EQ,25.29,25.9,24.68,25.59,24.68,24.67,312,7778.46,09-Jan-2025,27,INE014B01011
TIINDIA,EQ,3504.35,3673.65,3500,3568.3,3555,3521.95,303185,1092228849.45,09-Jan-2025,46230,INE974X01010
MADHAVBAUG,SM,132.3,132.3,132.3,132.3,132.3,132.05,400,52920.00,09-Jan-2025,1,INE0JR301013
GOLDBEES,EQ,66.12,66.12,65.21,65.4,65.4,65.12,8565601,559596916.56,09-Jan-2025,35101,INF204KB17I5
ONELIFECAP,EQ,16.83,16.86,16.01,16.09,16.44,16.3,6615,109291.53,09-Jan-2025,158,INE912L01015
INTERARCH,EQ,1709.5,1730,1678.4,1685.5,1681.6,1704.6,98798,167851181.55,09-Jan-2025,9984,INE00M901018
MINDACORP,EQ,529.05,548.55,523.35,528.95,535,532.9,706576,380213850.75,09-Jan-2025,30605,INE842C01021
MHHL,SM,66.95,66.95,63,64.85,65,67.85,72000,4663275.00,09-Jan-2025,44,INE450S01011
SGBMR29XII,GB,8110.1,8123.99,8101,8112.46,8101,8110.1,91,738188.88,09-Jan-2025,12,IN0020200427
876HUDCO28,ND,1113.56,1113.56,1113.52,1113.52,1113.52,1122,500,556774.60,09-Jan-2025,4,INE031A07949
DHUNINV,EQ,1994,1994,1880.3,1905.9,1917,1908.55,1206,2303284.00,09-Jan-2025,443,INE320L01011
GARFIBRES,EQ,848,853.45,815.1,820.25,815.3,842.25,75663,62670943.95,09-Jan-2025,9577,INE276A01018
91D200325,TB,98.45,98.45,98,98,98,98.1,1100,107845.00,09-Jan-2025,5,IN002024X375
SCPL,BE,333.45,339.8,320.2,321.6,327.3,334.1,7238,2366558.50,09-Jan-2025,185,INE501Y01019
SIYSIL,EQ,881.9,969.4,861,942.8,930,886.1,429204,395339950.05,09-Jan-2025,20737,INE076B01028
STERTOOLS,EQ,539.65,542.2,515.1,518.4,519.8,539.65,95137,50109831.35,09-Jan-2025,4675,INE334A01023
TATACOMM,EQ,1696.25,1745.4,1693.75,1706.8,1710,1704.7,476320,820720971.40,09-Jan-2025,32783,INE151A01013
REMSONSIND,EQ,134.87,141.47,133.87,137.62,135.26,134.87,66693,9282481.69,09-Jan-2025,2970,INE474C01023
LCCINFOTEC,BE,9.43,9.43,8.85,9.06,9.17,9.23,94185,859731.01,09-Jan-2025,348,INE938A01021
LUXIND,EQ,1865,1893.75,1800,1805.85,1806.85,1882.65,65990,121052238.80,09-Jan-2025,11106,INE150G01020
FAZE3Q,EQ,414.1,417.45,403.35,405.1,403.35,413.65,4499,1838861.95,09-Jan-2025,586,INE963C01033
GMDCLTD,EQ,313.65,316.8,310.05,311.05,310.55,314.05,320387,100183324.15,09-Jan-2025,10529,INE131A01031
SWANENERGY,EQ,698,702.7,670.8,673.55,675,696.85,1808124,1239687332.75,09-Jan-2025,51332,INE665A01038
INDIACEM,EQ,377.05,378.5,376.4,376.7,376.75,377.2,600052,226246117.95,09-Jan-2025,6350,INE383A01012
OMAXE,EQ,98.9,101.01,96.9,97.94,98,98.83,151788,15055883.52,09-Jan-2025,1390,INE800H01010
PRUDMOULI,BE,65.22,68,61.95,67.57,67.85,65.22,23744,1494877.17,09-Jan-2025,87,INE024D01016
MONQ50,EQ,85.89,87.81,85.31,87.18,87.38,85.89,150150,13048763.46,09-Jan-2025,1760,INF247L01AU3
AGUL,SM,51,51.5,50.85,51.5,51.5,53.5,10000,510500.00,09-Jan-2025,5,INE0O6N01012
ASTRON,EQ,21.49,21.49,20.11,20.37,20.2,20.48,39281,810541.19,09-Jan-2025,281,INE646X01014
DOLLAR,EQ,463.5,466.15,455,456.85,456.2,464.55,27482,12648486.60,09-Jan-2025,1340,INE325C01035
GMMPFAUDLR,EQ,1199.3,1225.65,1192,1218.15,1212,1193,61566,74552713.30,09-Jan-2025,10632,INE541A01023
SHRIRAMFIN,EQ,2903.75,2924.15,2801,2809.85,2828.95,2898.75,1081641,3067926641.05,09-Jan-2025,91335,INE721A01013
SIEMENS,EQ,6297.3,6415.9,6207.55,6240.3,6239,6296.65,341480,2152777896.35,09-Jan-2025,48061,INE003A01024
SOUTHBANK,EQ,25.93,26.13,25.43,25.95,26.01,25.93,13030579,335765013.25,09-Jan-2025,25237,INE683A01023
PENTAGON,SM,90,90,88,88,88,89.5,12000,1060500.00,09-Jan-2025,8,INE0ORS01017
SHAREINDIA,EQ,302.45,302.45,292.45,293.55,294,302.65,371392,110047221.55,09-Jan-2025,10456,INE932X01026
IRB,EQ,57.2,57.28,55.26,55.51,55.51,57.27,10709151,600408224.40,09-Jan-2025,36194,INE821I01022
LTFOODS,EQ,419.65,419.65,408.1,409.7,408.1,416.6,287255,118269579.50,09-Jan-2025,24449,INE818H01020
DHANUKA,EQ,1409.95,1453.55,1393.25,1415.25,1428.8,1407.15,21514,30772490.85,09-Jan-2025,3658,INE435G01025
SINTERCOM,EQ,165.8,168.11,162.19,162.4,162.3,161.02,4009,660735.99,09-Jan-2025,230,INE129Z01016
SUNCLAY,EQ,2850,2934,2790.15,2813.4,2817,2849.7,31167,89141071.75,09-Jan-2025,5886,INE0Q3R01026
TECHERA,ST,200.5,200.5,200.5,200.5,200.5,204.6,11200,2245600.00,09-Jan-2025,7,INE0JQS01019
ORIENTHOT,EQ,167.09,174.99,166.82,173.68,172.82,167.09,272816,46801914.42,09-Jan-2025,4284,INE750A01020
PTC,EQ,143.01,143.34,138,138.13,138.5,143.77,2639697,369332962.40,09-Jan-2025,33247,INE877F01012
KSOLVES,EQ,973.1,979.95,958,970,965.5,958.75,24396,23747681.50,09-Jan-2025,2371,INE0D6I01015
SGBOCT27VI,GB,8010,8010,8010,8010,8010,8100,1,8010.00,09-Jan-2025,1,IN0020190388
AJOONI,EQ,7.85,8.06,7.6,7.92,7.95,7.78,614098,4797930.90,09-Jan-2025,1264,INE820Y01021
ENFUSE,ST,248.65,249.95,244,244,244,248.65,1800,445560.00,09-Jan-2025,3,INE0S3X01014
SPCL,ST,230,236,225,227.5,227.5,230.05,36000,8341350.00,09-Jan-2025,56,INE0T7B01010
WINSOME,BZ,3.43,3.43,3.3,3.3,3.3,3.37,22239,73715.98,09-Jan-2025,38,INE784B01035
E2E,BE,4350,4405,4145,4301.8,4293,4301.3,17978,76347124.65,09-Jan-2025,3095,INE255Z01019
GHCL,EQ,710.15,732.6,704.1,707.65,708,719.7,171512,122775648.80,09-Jan-2025,13292,INE539A01019
JAYSREETEA,EQ,118,120.3,115.3,115.63,115.4,119.19,110518,12981574.39,09-Jan-2025,2582,INE364A01020
KPEL,EQ,495.5,516.3,481.7,489.85,490.25,516.1,422815,209912194.15,09-Jan-2025,12112,INE127T01021
SINCLAIR,EQ,118.25,119.16,113,113.82,114.4,119.51,104144,12038410.58,09-Jan-2025,1776,INE985A01022
TIPSFILMS,BE,575,594.15,569,589.25,583,565.9,4650,2707116.25,09-Jan-2025,150,INE0LQS01015
TRIGYN,EQ,115,115.15,110,110.65,110,114.5,60682,6818534.70,09-Jan-2025,2876,INE948A01012
NIDAN,SM,27.9,27.9,27,27,27,27.9,3000,82800.00,09-Jan-2025,3,INE0J6L01013
INFIBEAM,EQ,24.88,24.97,24.25,24.35,24.55,24.8,5309260,130326250.35,09-Jan-2025,13299,INE483S01020
JKLAKSHMI,EQ,801,810,799.05,803.25,803,806.6,53948,43384833.25,09-Jan-2025,7165,INE786A01032
KTL,ST,25.8,27.85,25.8,26,26,27.15,42000,1100100.00,09-Jan-2025,11,INE02M801018
892PFCL33,N8,1248.5,1248.5,1247.51,1247.56,1247.51,1246.55,808,1008354.43,09-Jan-2025,17,INE134E07463
ADANIENSOL,EQ,775.65,776,749.2,751.5,751,770.2,770057,586333862.10,09-Jan-2025,35840,INE931S01010
BAJAJHLDNG,EQ,11250,11424.9,11117.65,11168.9,11174,11270.8,32000,359963598.65,09-Jan-2025,11260,INE118A01012
CCHHL,EQ,19.89,19.94,19.31,19.4,19.35,19.84,43522,851846.55,09-Jan-2025,318,INE652F01027
GRWRHITECH,EQ,4944,4950,4724.9,4769.85,4744,4932.45,46605,223802836.35,09-Jan-2025,12359,INE291A01017
HYBRIDFIN,BE,14.55,14.55,14.55,14.55,14.55,14.85,341,4961.55,09-Jan-2025,13,INE965B01022
THYROCARE,EQ,938.95,941.75,905.2,914.4,910.1,935.8,45041,41501480.80,09-Jan-2025,4930,INE594H01019
TREEHOUSE,BE,16.5,16.5,16.5,16.5,16.5,16.56,731,12061.50,09-Jan-2025,19,INE040M01013
VHL,EQ,4270.6,4313.95,4210.85,4244.45,4250,4318.6,899,3823499.95,09-Jan-2025,418,INE701A01023
WEWIN,EQ,91.94,91.94,88,88.76,88.8,90.53,4133,369718.40,09-Jan-2025,300,INE082W01014
ZODIACLOTH,EQ,126.75,126.99,119.25,121.89,119.25,123.91,7716,951387.18,09-Jan-2025,422,INE206B01013
APOLLOTYRE,EQ,485.05,486.1,474.05,475.6,475.6,482.9,1426100,685330602.45,09-Jan-2025,27049,INE438A01022
CHEVIOT,EQ,1278.65,1290.1,1270.2,1280.55,1290.1,1278.5,1175,1504482.35,09-Jan-2025,322,INE974B01016
GANDHAR,EQ,209,211.68,205.56,206.54,206.8,209.73,120072,24986610.44,09-Jan-2025,5530,INE717W01049
723GS2039,GS,103.47,104,103.47,104,104,103.47,5660,588608.20,09-Jan-2025,2,IN0020240027
HDFCBANK,EQ,1684.15,1689,1658.1,1667.8,1668.8,1694.3,20210111,33712559507.35,09-Jan-2025,484900,INE040A01034
JSLL,SM,2250,2297.9,2216.05,2222.3,2216.1,2250,8550,19116292.50,09-Jan-2025,90,INE0J5801011
KRITI,BE,156,159.79,151.55,154.98,155,156.11,1517,234187.17,09-Jan-2025,94,INE479D01038
SIRCA,EQ,313.25,324.9,305.45,316.55,315,313.2,107865,34145319.95,09-Jan-2025,2985,INE792Z01011
RGL,EQ,170.99,172.15,165.11,169.15,170,170.92,675683,113701296.72,09-Jan-2025,4027,INE722H01024
SECMARK,EQ,112.46,112.6,108.2,109.28,110.5,112.61,1116,122891.19,09-Jan-2025,91,INE0BTM01013
MAGADSUGAR,EQ,611.4,617.9,594,597.7,597,608.2,9384,5675838.05,09-Jan-2025,1213,INE347W01011
ANNAPURNA,SM,414.5,418,406,408.15,408.45,414.9,70500,28881487.50,09-Jan-2025,156,INE0MGM01017
BSHSL,EQ,148.4,148.4,143.22,144.92,145,145.77,5337,775435.42,09-Jan-2025,299,INE032Z01020
BSE,EQ,5400.4,5429,5191.05,5205.25,5200,5400.4,964500,5084165590.55,09-Jan-2025,101115,INE118H01025
GRCL,ST,405,444.25,405,444.25,444.25,423.1,1500,651375.00,09-Jan-2025,6,INE0LVM01018
GENESYS,EQ,990,1048,981.15,1028.5,1022,987.65,663094,680822987.35,09-Jan-2025,49269,INE727B01026
YATHARTH,EQ,542.5,542.5,525,528.8,525,540.5,369031,195745436.35,09-Jan-2025,21119,INE0JO301016
NORBTEAEXP,BE,27.21,27.21,26.65,26.65,26.65,27.2,10817,289505.05,09-Jan-2025,55,INE369C01017
ORIENTTECH,EQ,600.75,606.9,565.35,572.85,575,600.45,643128,374515162.30,09-Jan-2025,20297,INE0PPK01015
SALONA,EQ,283.7,283.7,264.2,271.3,277.85,272.9,334,92222.35,09-Jan-2025,52,INE498E01010
CIFCZC28,NH,1085.95,1085.95,1085.95,1085.95,1085.95,1067.21,2,2171.90,09-Jan-2025,1,INE121A07RN0
IPHL,ST,79.95,80,78,79,79,77.6,20400,1602540.00,09-Jan-2025,16,INE0DHF01018
AKASH,EQ,35,35,33.3,33.32,33.3,34.68,4848,162987.96,09-Jan-2025,114,INE737W01013
APEX,EQ,251.55,263.05,247.3,249.3,247.6,251.5,156494,39727117.45,09-Jan-2025,4423,INE346W01013
DIL,BE,3.18,3.18,3.11,3.11,3.11,3.18,333313,1048824.23,09-Jan-2025,393,INE411Y01011
DOLLEX,SM,39.05,39.05,39.05,39.05,39.05,39.35,4000,156200.00,09-Jan-2025,1,INE0JHH01011
EQUITASBNK,EQ,68.3,69.4,67.37,69.05,69.08,67.62,4633211,317098907.80,09-Jan-2025,20125,INE063P01018
SUMICHEM,EQ,509,527.8,495.7,498.25,499.95,510.65,484955,248299703.65,09-Jan-2025,31254,INE258G01013
SUZLON,EQ,60.34,60.35,57.65,57.88,57.94,60.03,35053006,2056000203.24,09-Jan-2025,139036,INE040H01021
TIJARIA,BE,10.89,10.89,10.89,10.89,10.89,10.68,24048,261882.72,09-Jan-2025,41,INE440L01017
RBL,EQ,921.5,931.95,910,916.45,910,927.5,2463,2267558.05,09-Jan-2025,552,INE244J01017
INDORAMA,EQ,41.11,46.2,41.11,44.06,44.2,41.62,805740,35557711.26,09-Jan-2025,4388,INE156A01020
BIRLAMONEY,BE,234.9,234.9,222,226.5,226.45,233.65,98140,22052709.00,09-Jan-2025,1066,INE865C01022
DEN,EQ,43,43.85,42.01,42.33,42.2,43.54,711067,30507467.11,09-Jan-2025,5130,INE947J01015
FEDERALBNK,EQ,195.5,196,192.2,193.44,193.45,195.5,6131064,1186603122.69,09-Jan-2025,79987,INE171A01029
GPECO,ST,255,259.8,254.15,258.2,256.25,254.5,12600,3247170.00,09-Jan-2025,21,INE0S7E01015
HDFCNIFBAN,EQ,50.9,51.23,50.19,50.57,50.58,50.8,14488,731342.96,09-Jan-2025,392,INF179KC1HY0
XPROINDIA,EQ,1555.55,1635,1507.25,1528.1,1528,1540.15,34819,54821035.00,09-Jan-2025,4357,INE445C01015
PFOCUS,EQ,131.21,135.3,126.1,127.34,126.1,133.54,33131,4303567.06,09-Jan-2025,1306,INE367G01038
ROSSELLIND,BE,76.93,79,73.08,73.94,73.61,76.93,47870,3614024.47,09-Jan-2025,462,INE847C01020
SBISILVER,EQ,88.38,89.56,88.38,89.35,89.42,89.19,24315,2167898.33,09-Jan-2025,215,INF200KB1217
1065NFL27,NC,989.95,989.95,989.95,989.95,989.95,993.91,100,98995.00,09-Jan-2025,1,INE342T07460
JTEKTINDIA,EQ,166.4,168.56,163,163.39,163.3,166.34,82752,13687344.66,09-Jan-2025,2996,INE643A01035
LICNETFGSC,EQ,26.83,26.88,26.68,26.78,26.76,26.71,7773,208245.27,09-Jan-2025,196,INF767K01MV5
CEIGALL,EQ,339.95,339.95,330.1,331.05,331.9,339.4,86157,28798595.60,09-Jan-2025,2624,INE0AG901020
DHTL,ST,85.1,85.1,85.1,85.1,85.1,85.1,800,68080.00,09-Jan-2025,1,INE0OGG01015
DRCSYSTEMS,EQ,28.96,29.64,27.5,28.01,28.39,28.96,293066,8372803.41,09-Jan-2025,2267,INE03RS01027
ESFL,ST,707.35,720,672,676.35,700,707.35,297720,201725298.00,09-Jan-2025,423,INE0ITO01014
GOKULAGRO,EQ,368.2,368.25,350,352.55,355,361.95,117383,42039803.20,09-Jan-2025,6435,INE314T01025
HBSL,EQ,114.84,116.97,109.2,109.94,110.69,112.24,10229,1142059.12,09-Jan-2025,500,INE550B01022
SUBROS,EQ,663.4,672.55,649.1,656,651.05,661.4,39949,26514049.30,09-Jan-2025,3548,INE287B01021
RAJESHEXPO,EQ,226,226.45,221.01,222.21,222,224.48,185245,41427969.46,09-Jan-2025,7141,INE343B01030
SBFC,EQ,88.95,89.28,86.4,87.03,87.33,88.88,605113,53212246.97,09-Jan-2025,7770,INE423Y01016
KAUSHALYA,EQ,1067.95,1116,1016.35,1076.7,1114.4,1068,1187,1241208.90,09-Jan-2025,252,INE234I01028
MURUDCERA,EQ,49.05,50.44,48.82,49.89,50.38,49.47,38863,1928709.62,09-Jan-2025,625,INE692B01014
875NHAI29,N6,1181.1,1181.1,1176.6,1177.38,1177.02,1185,2846,3350517.60,09-Jan-2025,16,INE906B07DF8
ATLASCYCLE,EQ,102.56,102.56,102.56,102.56,102.56,97.68,4976,510338.56,09-Jan-2025,67,INE446A01025
522GS2025,GS,99.41,99.41,99.41,99.41,99.41,99.45,200,19882.00,09-Jan-2025,1,IN0020200112
HIMATSEIDE,EQ,189,190.32,183.5,184.72,184,189.63,628772,117614742.86,09-Jan-2025,14959,INE049A01027
SUVIDHAA,EQ,7.5,7.8,6.65,6.84,6.78,6.82,3490035,24864565.28,09-Jan-2025,5587,INE018401013
TEXRAIL,EQ,192.92,193.29,189.11,189.63,189.5,193.3,764528,145858389.42,09-Jan-2025,15886,INE621L01012
VESUVIUS,EQ,4401.2,4435,4379.15,4413.15,4400,4407.35,4465,19678500.25,09-Jan-2025,1793,INE386A01015
VIPIND,EQ,476.1,480.95,461.1,463.6,463.85,477.5,163687,76975966.65,09-Jan-2025,9693,INE054A01027
SGBAUG27,GB,8300,8300,8208.75,8208.75,8208.75,8250,7,57908.75,09-Jan-2025,4,IN0020190107
ANANDRATHI,EQ,3989.9,4139.3,3880,3943.6,3948.3,3834.4,208713,826265804.00,09-Jan-2025,27462,INE463V01026
CHEMPLASTS,EQ,492.65,518.6,482.05,485.35,485.05,491.75,218745,109756446.75,09-Jan-2025,21443,INE488A01050
DAMCAPITAL,EQ,388.95,394.05,377.75,381.8,379,388.45,2231058,861061977.05,09-Jan-2025,40514,INE284H01025
FILATEX,EQ,59.28,59.51,57.49,57.84,57.9,59.31,1114176,65101979.71,09-Jan-2025,6865,INE816B01035
736GS2052,GS,105.6,106.4,105.55,106.4,106.4,106.38,3051,322225.30,09-Jan-2025,5,IN0020220086
LINCOLN,EQ,820.8,820.8,793.1,807.7,809,821.15,42925,34658092.10,09-Jan-2025,3077,INE405C01035
MICEL,EQ,84.69,85,83,83.2,83.67,84.45,194018,16243774.83,09-Jan-2025,3297,INE287C01037
VISHWAS,SM,83,83,79,79,79,83,11200,897120.00,09-Jan-2025,7,INE0S2E01016
ZOMATO,EQ,251.6,252.55,244.55,245.35,244.95,250.05,49569418,12296259566.05,09-Jan-2025,272369,INE758T01015
BANARBEADS,BE,132.88,133.2,127,129.18,129.91,129.6,6764,879992.93,09-Jan-2025,110,INE655B01011
BOROSCI,EQ,167,171.7,163.5,164.39,165.55,166.81,76228,12669391.17,09-Jan-2025,2728,INE02L001032
DJML,BE,175.7,177.9,170,170.84,170.99,172.48,19079,3283741.31,09-Jan-2025,191,INE0B1K01014
EMBASSY,RR,372.5,374,370.15,371.38,371.5,370.98,656678,244257648.82,09-Jan-2025,4745,INE041025011
HONDAPOWER,EQ,2722.2,2758.55,2680.05,2697.3,2693.3,2722.2,2989,8109862.45,09-Jan-2025,1157,INE634A01018
LTIM,EQ,5897.9,5902.3,5811.1,5840.7,5821,5881.85,211300,1237069538.90,09-Jan-2025,33768,INE214T01019
SYMPHONY,EQ,1307.05,1336.5,1260.1,1270.6,1273.3,1298.2,142164,182597366.70,09-Jan-2025,23876,INE225D01027
AMJLAND,EQ,64.45,64.45,60.81,61.25,61,63.48,67159,4183177.33,09-Jan-2025,1731,INE606A01024
EFFWA,ST,230.6,230.6,230.6,230.6,230.6,235.3,8800,2029280.00,09-Jan-2025,19,INE0U9101019
ENVIRO,SM,118.65,118.65,112.5,113.2,113,116.15,116000,13292000.00,09-Jan-2025,57,INE0SUH01015
ITDC,EQ,658.7,696.75,651.9,666.45,669.95,659.8,199093,134835088.85,09-Jan-2025,9355,INE353K01014
INDOTHAI,BE,1648.95,1648.95,1648.95,1648.95,1648.95,1570.45,48284,79617901.80,09-Jan-2025,210,INE337M01013
LOVABLE,EQ,127.42,127.42,120.3,121.87,121,124.42,20160,2475711.74,09-Jan-2025,1003,INE597L01014
SILINV,BE,642.55,658.8,635,641.7,641.05,647.55,3313,2116554.45,09-Jan-2025,115,INE923A01015
IIFLZC28C,N6,1260,1440,1246,1260,1260,1260,243,312305.00,09-Jan-2025,13,INE477L08162
RADIANTCMS,EQ,76.41,76.41,74.95,75.49,75.49,75.7,69793,5265510.72,09-Jan-2025,1605,INE855R01021
RBA,EQ,80.5,81.35,79.5,79.63,79.69,80.1,529284,42470179.27,09-Jan-2025,6966,INE07T201019
MASFIN,EQ,260,262.75,257,257.7,257.8,261.9,53686,13894146.80,09-Jan-2025,5939,INE348L01012
MRPL,EQ,149.2,149.5,145.1,145.99,145.5,148.48,1713107,251846607.30,09-Jan-2025,20818,INE103A01014
GENSOL,EQ,751.65,762.35,747.5,753.55,755.7,751.85,66318,49984652.60,09-Jan-2025,3292,INE06H201014
695GS2061,GS,99.4,99.4,97.8,97.8,99,99.28,5128,502292.40,09-Jan-2025,11,IN0020210202
POLICYBZR,EQ,1991.25,1997.3,1915,1919.55,1925,2002.85,1033509,2006400654.40,09-Jan-2025,51405,INE417T01026
RATEGAIN,EQ,720,723.6,710.05,714.8,712.5,721.15,67514,48552736.40,09-Jan-2025,10436,INE0CLI01024
847SCL25,Z2,1000,1000,1000,1000,1000,1010.85,30,30000.00,09-Jan-2025,1,INE148I07MB2
IVP,EQ,212.62,214.45,207.05,208.37,208.01,209.29,6798,1439942.82,09-Jan-2025,251,INE043C01018
MTNL,EQ,48.94,49.45,46.9,47.15,47.5,48.95,2367330,113890218.31,09-Jan-2025,9270,INE153A01019
DCAL,EQ,291,291.7,274.05,276,275,291.85,746628,210808776.40,09-Jan-2025,17782,INE385W01011
ECLERX,EQ,3315,3331.45,3251,3269.3,3270,3335.5,45112,148727094.50,09-Jan-2025,12305,INE738I01010
EMMBI,EQ,157.95,159.25,147.21,147.9,148.6,157.93,179260,27154623.58,09-Jan-2025,4814,INE753K01015
FINOPB,EQ,324,330.15,314.95,315.85,316,323.9,65193,20817606.05,09-Jan-2025,2538,INE02NC01014
HEIDELBERG,EQ,218,218.82,212.46,213.34,214.95,215.51,117600,25440379.58,09-Jan-2025,7068,INE578A01017
SVLL,BE,386.95,386.95,386.95,386.95,386.95,379.4,1175,454666.25,09-Jan-2025,12,INE00CE01017
SAJHOTELS,SM,48.5,48.5,48.5,48.5,48.5,49,2000,97000.00,09-Jan-2025,1,INE00MT01022
965SCL26Y,N1,985,985,985,985,985,930,10,9850.00,09-Jan-2025,1,INE148I07VW9
JAGSNPHARM,EQ,243.95,243.95,230,231.4,231.9,247.3,134079,31400528.15,09-Jan-2025,4283,INE048B01035
JAYAGROGN,EQ,277,282.95,275.05,277.3,277.05,277.4,8502,2365098.30,09-Jan-2025,468,INE785A01026
JINDRILL,EQ,797.95,798.7,755.05,761.45,766,793.05,42842,33031713.85,09-Jan-2025,2320,INE742C01031
MASON,ST,136,138.25,135.5,138.25,138.25,135.55,48000,6574150.00,09-Jan-2025,34,INE0SH001010
AAKASH,EQ,9.9,10.4,9.9,9.99,9.95,10,61946,622892.94,09-Jan-2025,408,INE087Z01024
ACCENTMIC,SM,279.9,279.9,272.1,274.2,273.5,280,9500,2623275.00,09-Jan-2025,19,INE0Q5D01013
TECH,EQ,45.7,45.92,45.11,45.25,45.35,45.71,2666,121197.63,09-Jan-2025,139,INF209KB11D8
GICL,ST,104,110.25,103.5,110.2,110.25,105,60000,6520350.00,09-Jan-2025,33,INE947T01014
URAVI,EQ,397.2,409,396.05,398.65,397.45,397.35,322,128462.60,09-Jan-2025,75,INE568Z01015
PATINTLOG,EQ,21.16,21.47,20.8,20.91,20.94,21.21,187612,3953474.73,09-Jan-2025,1045,INE529D01014
RISHABH,EQ,328.5,335,324,327.55,325.6,326.75,26916,8823521.10,09-Jan-2025,1904,INE0N2P01017
842IIFL26,NL,960.41,975,960.41,970.48,975,966.89,645,624769.86,09-Jan-2025,13,INE530B07161
ITDCEM,EQ,520.3,527.5,515.2,525,524.3,521.05,452568,236047736.75,09-Jan-2025,9932,INE686A01026
LUPIN,EQ,2279,2293,2248.1,2252.85,2254,2252.15,931525,2112827747.95,09-Jan-2025,56825,INE326A01037
AARTISURF,EQ,642.5,642.5,622,626.55,629,635.55,6296,3967120.85,09-Jan-2025,558,INE09EO01013
ACE,EQ,1442.4,1448.5,1390,1398.75,1395,1435.25,172160,243272644.75,09-Jan-2025,18932,INE731H01025
ASTRAL,EQ,1552,1558,1536.75,1550.85,1555,1553.25,526365,814286732.00,09-Jan-2025,29498,INE006I01046
830NHAI27,N2,1075,1082,1070,1071.07,1073,1074.97,12814,13755733.76,09-Jan-2025,58,INE906B07CB9
ISEC,EQ,833,842.75,828.5,839.4,841.75,840.15,218160,182032515.55,09-Jan-2025,12600,INE763G01038
SUPREMEIND,EQ,4625,4676.95,4562.2,4670.7,4660,4607.1,335334,1550136068.15,09-Jan-2025,16892,INE195A01028
UNIINFO,EQ,33.01,34.83,32.22,32.81,32.24,32.54,11221,373301.93,09-Jan-2025,257,INE481Z01011
MID150BEES,EQ,217.95,217.95,212.4,212.71,213,214.42,264852,56550332.52,09-Jan-2025,5615,INF204KB1V68
PFC,EQ,435.5,436.9,420.25,421.95,422.85,434.9,6771171,2884630768.35,09-Jan-2025,91705,INE134E01011
KSL,EQ,1084.05,1093.75,1024,1027.7,1027.75,1085.75,43992,46220228.30,09-Jan-2025,3596,INE907A01026
MEGAFLEX,ST,50.15,50.15,50.15,50.15,50.15,47.8,3000,150450.00,09-Jan-2025,1,INE0G1D01014
ARTNIRMAN,BE,54.01,55.85,54.01,54.2,54.1,54.01,934,50981.19,09-Jan-2025,28,INE738V01013
BAJAJHCARE,EQ,573.95,573.95,541,545.6,551,576.7,272388,150870795.85,09-Jan-2025,7388,INE411U01027
1018GS2026,GS,111.95,111.97,111.95,111.96,111.97,109.05,2,223.92,09-Jan-2025,2,IN0020010081
NORTHARC,EQ,221.8,224.65,219,221.15,221.1,222.44,154977,34454960.15,09-Jan-2025,5754,INE850M01015
PARASPETRO,EQ,3.12,3.15,2.96,2.98,3.03,3.12,217131,662480.62,09-Jan-2025,785,INE162C01024
PODDARMENT,EQ,362.25,364.85,358,360,358,361.6,2008,724017.00,09-Jan-2025,145,INE371C01013
957ISFL26,N2,974.5,974.5,971,974,974,975.13,355,345495.00,09-Jan-2025,7,INE413U07236
SHAH,EQ,4.13,4.15,4,4.06,4.08,4.14,664640,2723673.42,09-Jan-2025,1322,INE482J01021
JOCIL,EQ,203.71,203.91,199,203.16,203.5,203.39,4642,937790.09,09-Jan-2025,95,INE839G01010
LAMOSAIC,ST,87.85,87.85,87.85,87.85,87.85,89.65,1200,105420.00,09-Jan-2025,2,INE0R0201012
SGBAPR28I,GB,8170.29,8170.29,8100,8150,8150,8170.29,113,918638.28,09-Jan-2025,27,IN0020200062
